"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Oct 16 11:58:11 IST 2023","Mon Oct 16 11:58:35 IST 2023","24485","chromium","E-bay.spec.js","","","","Login to E-bay application",""
